ASL;ANNO;SESSO;ETA;NUMERO
Lecce;2013;Maschi;75-79;3403
Lecce;2013;Maschi;80-84;2394
Lecce;2013;Maschi;85 e oltre;1241
Lecce;2013;Tutti;40-44;869
Lecce;2013;Tutti;45-49;1616
Lecce;2013;Tutti;50-54;2689
Lecce;2013;Tutti;55-59;4213
Lecce;2013;Tutti;60-64;6119
Lecce;2013;Tutti;65-69;8335
Lecce;2013;Tutti;70-74;8474
Lecce;2013;Tutti;75-79;7914
Lecce;2013;Tutti;80-84;6237
Lecce;2013;Tutti;85 e oltre;4522
Lecce;2014;Femmine;40-44;435
Lecce;2014;Femmine;45-49;629
Lecce;2014;Femmine;50-54;1091
Lecce;2014;Femmine;55-59;1793
Lecce;2014;Femmine;60-64;2717
Lecce;2014;Femmine;65-69;4268
Lecce;2014;Femmine;70-74;4318
Lecce;2014;Femmine;75-79;4587
Lecce;2014;Femmine;80-84;3959
Lecce;2014;Femmine;85 e oltre;3474
Lecce;2014;Maschi;40-44;432
Lecce;2014;Maschi;45-49;940
Lecce;2014;Maschi;50-54;1581
Lecce;2014;Maschi;55-59;2375
Lecce;2014;Maschi;60-64;3313
Lecce;2014;Maschi;65-69;4330
Lecce;2014;Maschi;70-74;3986
Lecce;2014;Maschi;75-79;3554
Lecce;2014;Maschi;80-84;2454
Lecce;2014;Maschi;85 e oltre;1438
Lecce;2014;Tutti;40-44;867
Lecce;2014;Tutti;45-49;1569
Lecce;2014;Tutti;50-54;2672
Lecce;2014;Tutti;55-59;4168
Lecce;2014;Tutti;60-64;6030
Lecce;2014;Tutti;65-69;8598
Lecce;2014;Tutti;70-74;8304
Lecce;2014;Tutti;75-79;8141
Lecce;2014;Tutti;80-84;6413
Lecce;2014;Tutti;85 e oltre;4912
Lecce;2015;Femmine;40-44;423
Lecce;2015;Femmine;45-49;636
Lecce;2015;Femmine;50-54;1077
Lecce;2015;Femmine;55-59;1741
Lecce;2015;Femmine;60-64;2662
Lecce;2015;Femmine;65-69;4258
Lecce;2015;Femmine;70-74;4285
Lecce;2015;Femmine;75-79;4559
Lecce;2015;Femmine;80-84;3958
Lecce;2015;Femmine;85 e oltre;3621
Lecce;2015;Maschi;40-44;438
Lecce;2015;Maschi;45-49;870
Lecce;2015;Maschi;50-54;1587
Lecce;2015;Maschi;55-59;2354
Lecce;2015;Maschi;60-64;3303
Lecce;2015;Maschi;65-69;4468
Lecce;2015;Maschi;70-74;4043
Lecce;2015;Maschi;75-79;3664
Lecce;2015;Maschi;80-84;2571
Lecce;2015;Maschi;85 e oltre;1586
Lecce;2015;Tutti;40-44;861
Lecce;2015;Tutti;45-49;1506
Lecce;2015;Tutti;50-54;2664
Lecce;2015;Tutti;55-59;4095
Lecce;2015;Tutti;60-64;5965
Lecce;2015;Tutti;65-69;8726
Lecce;2015;Tutti;70-74;8328
Lecce;2015;Tutti;75-79;8223
Lecce;2015;Tutti;80-84;6529
Lecce;2015;Tutti;85 e oltre;5207
Lecce;2016;Femmine;40-44;453
Lecce;2016;Femmine;45-49;617
Lecce;2016;Femmine;50-54;1082
Lecce;2016;Femmine;55-59;1607
Lecce;2016;Femmine;60-64;2635
Lecce;2016;Femmine;65-69;4070
Lecce;2016;Femmine;70-74;4466
Lecce;2016;Femmine;75-79;4613
Lecce;2016;Femmine;80-84;3931
Lecce;2016;Femmine;85 e oltre;3868
Lecce;2016;Maschi;40-44;440
Lecce;2016;Maschi;45-49;833
Lecce;2016;Maschi;50-54;1580
Lecce;2016;Maschi;55-59;2327
Lecce;2016;Maschi;60-64;3283
Lecce;2016;Maschi;65-69;4425
Lecce;2016;Maschi;70-74;4257
Lecce;2016;Maschi;75-79;3777
Lecce;2016;Maschi;80-84;2673
Lecce;2016;Maschi;85 e oltre;1731
Lecce;2016;Tutti;40-44;893
Lecce;2016;Tutti;45-49;1450
Lecce;2016;Tutti;50-54;2662
Lecce;2016;Tutti;55-59;3934
Lecce;2016;Tutti;60-64;5918
Lecce;2016;Tutti;65-69;8495
Lecce;2016;Tutti;70-74;8723
Lecce;2016;Tutti;75-79;8390
Lecce;2016;Tutti;80-84;6604
Lecce;2016;Tutti;85 e oltre;5599
Lecce;2017;Femmine;40-44;481
Lecce;2017;Femmine;45-49;586
Lecce;2017;Femmine;50-54;1066
Lecce;2017;Femmine;55-59;1596
Lecce;2017;Femmine;60-64;2632
Lecce;2017;Femmine;65-69;3817
Lecce;2017;Femmine;70-74;4592
Lecce;2017;Femmine;75-79;4692
Lecce;2017;Femmine;80-84;3886
Lecce;2017;Femmine;85 e oltre;4012
Lecce;2017;Maschi;40-44;432
Lecce;2017;Maschi;45-49;807
Lecce;2017;Maschi;50-54;1578
Lecce;2017;Maschi;55-59;2305
Lecce;2017;Maschi;60-64;3292
Lecce;2017;Maschi;65-69;4283
Lecce;2017;Maschi;70-74;4500
Lecce;2017;Maschi;75-79;3927
Lecce;2017;Maschi;80-84;2740
Lecce;2017;Maschi;85 e oltre;1835
Lecce;2017;Tutti;40-44;913
Lecce;2017;Tutti;45-49;1393
Lecce;2017;Tutti;50-54;2644
Lecce;2017;Tutti;55-59;3901
Lecce;2017;Tutti;60-64;5924
Lecce;2017;Tutti;65-69;8100
Lecce;2017;Tutti;70-74;9092
Lecce;2017;Tutti;75-79;8619
Lecce;2017;Tutti;80-84;6626
Lecce;2017;Tutti;85 e oltre;5847
Lecce;2018;Femmine;40-44;508
Lecce;2018;Femmine;45-49;593
Lecce;2018;Femmine;50-54;1034
Lecce;2018;Femmine;55-59;1612
Lecce;2018;Femmine;60-64;2533
Lecce;2018;Femmine;65-69;3606
Lecce;2018;Femmine;70-74;4732
Lecce;2018;Femmine;75-79;4672
Lecce;2018;Femmine;80-84;4204
Lecce;2018;Femmine;85 e oltre;4474
Lecce;2018;Maschi;40-44;452
Lecce;2018;Maschi;45-49;766
Lecce;2018;Maschi;50-54;1558
Lecce;2018;Maschi;55-59;2363
Lecce;2018;Maschi;60-64;3295
Lecce;2018;Maschi;65-69;4277
Lecce;2018;Maschi;70-74;4795
Lecce;2018;Maschi;75-79;4127
Lecce;2018;Maschi;80-84;2985
Lecce;2018;Maschi;85 e oltre;2168
Lecce;2018;Tutti;40-44;960
Lecce;2018;Tutti;45-49;1359
Lecce;2018;Tutti;50-54;2592
Lecce;2018;Tutti;55-59;3975
Lecce;2018;Tutti;60-64;5828
Lecce;2018;Tutti;65-69;7883
Lecce;2018;Tutti;70-74;9527
Lecce;2018;Tutti;75-79;8799
Lecce;2018;Tutti;80-84;7189
Lecce;2018;Tutti;85 e oltre;6642
Lecce;2019;Femmine;40-44;517
Lecce;2019;Femmine;45-49;598
Lecce;2019;Femmine;50-54;1002
Lecce;2019;Femmine;55-59;1672
Lecce;2019;Femmine;60-64;2487
Lecce;2019;Femmine;65-69;3464
Lecce;2019;Femmine;70-74;4870
Lecce;2019;Femmine;75-79;4435
Lecce;2019;Femmine;80-84;4164
Lecce;2019;Femmine;85 e oltre;4281
Lecce;2019;Maschi;40-44;441
Lecce;2019;Maschi;45-49;769
Lecce;2019;Maschi;50-54;1496
Lecce;2019;Maschi;55-59;2383
Lecce;2019;Maschi;60-64;3304
Lecce;2019;Maschi;65-69;4207
Lecce;2019;Maschi;70-74;4907
Lecce;2019;Maschi;75-79;3994
Lecce;2019;Maschi;80-84;3033
Lecce;2019;Maschi;85 e oltre;2105
Lecce;2019;Tutti;40-44;958
Lecce;2019;Tutti;45-49;1367
Lecce;2019;Tutti;50-54;2498
Lecce;2019;Tutti;55-59;4055
Lecce;2019;Tutti;60-64;5791
Lecce;2019;Tutti;65-69;7671
Lecce;2019;Tutti;70-74;9777
Lecce;2019;Tutti;75-79;8429
Lecce;2019;Tutti;80-84;7197
Lecce;2019;Tutti;85 e oltre;6386
Taranto;2006;Femmine;40-44;242
Taranto;2006;Femmine;45-49;422
Taranto;2006;Femmine;50-54;826
Taranto;2006;Femmine;55-59;1421
Taranto;2006;Femmine;60-64;1899
Taranto;2006;Femmine;65-69;2433
Taranto;2006;Femmine;70-74;2546
Taranto;2006;Femmine;75-79;2461
Taranto;2006;Femmine;80-84;1852
Taranto;2006;Femmine;85 e oltre;1079
Taranto;2006;Maschi;40-44;323
Taranto;2006;Maschi;45-49;660
Taranto;2006;Maschi;50-54;1050
Taranto;2006;Maschi;55-59;1794
Taranto;2006;Maschi;60-64;2029
Taranto;2006;Maschi;65-69;2306
Taranto;2006;Maschi;70-74;2141
Taranto;2006;Maschi;75-79;1534
Taranto;2006;Maschi;80-84;1022
Taranto;2006;Maschi;85 e oltre;517
Taranto;2006;Tutti;40-44;565
Taranto;2006;Tutti;45-49;1082
Taranto;2006;Tutti;50-54;1876
Taranto;2006;Tutti;55-59;3215
Taranto;2006;Tutti;60-64;3928
Taranto;2006;Tutti;65-69;4739
Taranto;2006;Tutti;70-74;4687
Taranto;2006;Tutti;75-79;3995
Taranto;2006;Tutti;80-84;2874
Taranto;2006;Tutti;85 e oltre;1596
Taranto;2007;Femmine;40-44;324
Taranto;2007;Femmine;45-49;515
Taranto;2007;Femmine;50-54;900
Taranto;2007;Femmine;55-59;1545
Taranto;2007;Femmine;60-64;2219
Taranto;2007;Femmine;65-69;2661
Taranto;2007;Femmine;70-74;2893
Taranto;2007;Femmine;75-79;2678
Taranto;2007;Femmine;80-84;2055
Taranto;2007;Femmine;85 e oltre;1371
Taranto;2007;Maschi;40-44;388
Taranto;2007;Maschi;45-49;770
Taranto;2007;Maschi;50-54;1212
Taranto;2007;Maschi;55-59;1996
Taranto;2007;Maschi;60-64;2402
Taranto;2007;Maschi;65-69;2604
Taranto;2007;Maschi;70-74;2440
Taranto;2007;Maschi;75-79;1733
Taranto;2007;Maschi;80-84;1148
Taranto;2007;Maschi;85 e oltre;598
Taranto;2007;Tutti;40-44;712
Taranto;2007;Tutti;45-49;1285
Taranto;2007;Tutti;50-54;2112
Taranto;2007;Tutti;55-59;3541
Taranto;2007;Tutti;60-64;4621
Taranto;2007;Tutti;65-69;5265
Taranto;2007;Tutti;70-74;5333
Taranto;2007;Tutti;75-79;4411
Taranto;2007;Tutti;80-84;3203
Taranto;2007;Tutti;85 e oltre;1969
Taranto;2008;Femmine;40-44;352
Taranto;2008;Femmine;45-49;538
Taranto;2008;Femmine;50-54;945
Taranto;2008;Femmine;55-59;1559
Taranto;2008;Femmine;60-64;2310
Taranto;2008;Femmine;65-69;2674
Taranto;2008;Femmine;70-74;2931
Taranto;2008;Femmine;75-79;2778
Taranto;2008;Femmine;80-84;2108
Taranto;2008;Femmine;85 e oltre;1507
Taranto;2008;Maschi;40-44;398
Taranto;2008;Maschi;45-49;764
Taranto;2008;Maschi;50-54;1270
Taranto;2008;Maschi;55-59;1959
Taranto;2008;Maschi;60-64;2678
Taranto;2008;Maschi;65-69;2713
Taranto;2008;Maschi;70-74;2597
Taranto;2008;Maschi;75-79;1906
Taranto;2008;Maschi;80-84;1178
Taranto;2008;Maschi;85 e oltre;669
Taranto;2008;Tutti;40-44;750
Taranto;2008;Tutti;45-49;1302
Taranto;2008;Tutti;50-54;2215
Taranto;2008;Tutti;55-59;3518
Taranto;2008;Tutti;60-64;4988
Taranto;2008;Tutti;65-69;5387
Taranto;2008;Tutti;70-74;5528
Taranto;2008;Tutti;75-79;4684
Taranto;2008;Tutti;80-84;3286
Taranto;2008;Tutti;85 e oltre;2176
Taranto;2009;Femmine;40-44;386
Taranto;2009;Femmine;45-49;563
Taranto;2009;Femmine;50-54;950
Taranto;2009;Femmine;55-59;1588
Taranto;2009;Femmine;60-64;2422
Taranto;2009;Femmine;65-69;2702
Taranto;2009;Femmine;70-74;3004
Taranto;2009;Femmine;75-79;2927
Taranto;2009;Femmine;80-84;2188
Taranto;2009;Femmine;85 e oltre;1644
Taranto;2009;Maschi;40-44;418
Taranto;2009;Maschi;45-49;784
Taranto;2009;Maschi;50-54;1295
Taranto;2009;Maschi;55-59;1981
Taranto;2009;Maschi;60-64;2903
Taranto;2009;Maschi;65-69;2831
Taranto;2009;Maschi;70-74;2749
Taranto;2009;Maschi;75-79;2163
Taranto;2009;Maschi;80-84;1238
Taranto;2009;Maschi;85 e oltre;723
Taranto;2009;Tutti;40-44;804
Taranto;2009;Tutti;45-49;1347
Taranto;2009;Tutti;50-54;2245
Taranto;2009;Tutti;55-59;3569
Taranto;2009;Tutti;60-64;5325
Taranto;2009;Tutti;65-69;5533
Taranto;2009;Tutti;70-74;5753
Taranto;2009;Tutti;75-79;5090
Taranto;2009;Tutti;80-84;3426
Taranto;2009;Tutti;85 e oltre;2367
Taranto;2010;Femmine;40-44;381
Taranto;2010;Femmine;45-49;617
Taranto;2010;Femmine;50-54;972
Taranto;2010;Femmine;55-59;1635
Taranto;2010;Femmine;60-64;2514
Taranto;2010;Femmine;65-69;2744
Taranto;2010;Femmine;70-74;3172
Taranto;2010;Femmine;75-79;2900
Taranto;2010;Femmine;80-84;2323
Taranto;2010;Femmine;85 e oltre;1775
Taranto;2010;Maschi;40-44;416
Taranto;2010;Maschi;45-49;800
Taranto;2010;Maschi;50-54;1354
Taranto;2010;Maschi;55-59;2037
Taranto;2010;Maschi;60-64;2978
Taranto;2010;Maschi;65-69;2903
Taranto;2010;Maschi;70-74;2954
Taranto;2010;Maschi;75-79;2329
Taranto;2010;Maschi;80-84;1317
Taranto;2010;Maschi;85 e oltre;803
Taranto;2010;Tutti;40-44;797
Taranto;2010;Tutti;45-49;1417
Taranto;2010;Tutti;50-54;2326
Taranto;2010;Tutti;55-59;3672
Taranto;2010;Tutti;60-64;5492
Taranto;2010;Tutti;65-69;5647
Taranto;2010;Tutti;70-74;6126
Taranto;2010;Tutti;75-79;5229
Taranto;2010;Tutti;80-84;3640
Taranto;2010;Tutti;85 e oltre;2578
Taranto;2011;Femmine;40-44;388
Taranto;2011;Femmine;45-49;620
Taranto;2011;Femmine;50-54;992
Taranto;2011;Femmine;55-59;1618
Taranto;2011;Femmine;60-64;2499
Taranto;2011;Femmine;65-69;2904
Taranto;2011;Femmine;70-74;3266
Taranto;2011;Femmine;75-79;2976
Taranto;2011;Femmine;80-84;2432
Taranto;2011;Femmine;85 e oltre;1895
Taranto;2011;Maschi;40-44;387
Taranto;2011;Maschi;45-49;803
Taranto;2011;Maschi;50-54;1416
Taranto;2011;Maschi;55-59;2024
Taranto;2011;Maschi;60-64;3011
Taranto;2011;Maschi;65-69;3083
Taranto;2011;Maschi;70-74;3096
Taranto;2011;Maschi;75-79;2436
Taranto;2011;Maschi;80-84;1429
Taranto;2011;Maschi;85 e oltre;887
Taranto;2011;Tutti;40-44;775
Taranto;2011;Tutti;45-49;1423
Taranto;2011;Tutti;50-54;2408
Taranto;2011;Tutti;55-59;3642
Taranto;2011;Tutti;60-64;5510
Taranto;2011;Tutti;65-69;5987
Taranto;2011;Tutti;70-74;6362
Taranto;2011;Tutti;75-79;5412
Taranto;2011;Tutti;80-84;3861
Taranto;2011;Tutti;85 e oltre;2782
Taranto;2012;Femmine;40-44;368
Taranto;2012;Femmine;45-49;636
Taranto;2012;Femmine;50-54;984
Taranto;2012;Femmine;55-59;1638
Taranto;2012;Femmine;60-64;2443
Taranto;2012;Femmine;65-69;3104
Taranto;2012;Femmine;70-74;3288
Taranto;2012;Femmine;75-79;3067
Taranto;2012;Femmine;80-84;2443
Taranto;2012;Femmine;85 e oltre;2033
Taranto;2012;Maschi;40-44;395
Taranto;2012;Maschi;45-49;808
Taranto;2012;Maschi;50-54;1408
Taranto;2012;Maschi;55-59;2045
Taranto;2012;Maschi;60-64;3001
Taranto;2012;Maschi;65-69;3312
Taranto;2012;Maschi;70-74;3204
Taranto;2012;Maschi;75-79;2586
Taranto;2012;Maschi;80-84;1528
Taranto;2012;Maschi;85 e oltre;942
Taranto;2012;Tutti;40-44;763
Taranto;2012;Tutti;45-49;1444
Taranto;2012;Tutti;50-54;2392
Taranto;2012;Tutti;55-59;3683
Taranto;2012;Tutti;60-64;5444
Taranto;2012;Tutti;65-69;6416
Taranto;2012;Tutti;70-74;6492
Taranto;2012;Tutti;75-79;5653
Taranto;2012;Tutti;80-84;3971
Taranto;2012;Tutti;85 e oltre;2975
Taranto;2013;Femmine;40-44;372
Taranto;2013;Femmine;45-49;670
Taranto;2013;Femmine;50-54;1027
Taranto;2013;Femmine;55-59;1657
Taranto;2013;Femmine;60-64;2404
Taranto;2013;Femmine;65-69;3214
Taranto;2013;Femmine;70-74;3291
Taranto;2013;Femmine;75-79;3176
Taranto;2013;Femmine;80-84;2530
Taranto;2013;Femmine;85 e oltre;2177
Taranto;2013;Maschi;40-44;403
Taranto;2013;Maschi;45-49;823
Taranto;2013;Maschi;50-54;1399
Taranto;2013;Maschi;55-59;2093
Taranto;2013;Maschi;60-64;2948
Taranto;2013;Maschi;65-69;3589
Taranto;2013;Maschi;70-74;3275
Taranto;2013;Maschi;75-79;2730
Taranto;2013;Maschi;80-84;1681
Taranto;2013;Maschi;85 e oltre;994
Taranto;2013;Tutti;40-44;775
Taranto;2013;Tutti;45-49;1493
Taranto;2013;Tutti;50-54;2426
Taranto;2013;Tutti;55-59;3750
Taranto;2013;Tutti;60-64;5352
Taranto;2013;Tutti;65-69;6803
Taranto;2013;Tutti;70-74;6566
Taranto;2013;Tutti;75-79;5906
Taranto;2013;Tutti;80-84;4211
Taranto;2013;Tutti;85 e oltre;3171
Taranto;2014;Femmine;40-44;390
Taranto;2014;Femmine;45-49;633
Taranto;2014;Femmine;50-54;1068
Taranto;2014;Femmine;55-59;1651
Taranto;2014;Femmine;60-64;2387
Taranto;2014;Femmine;65-69;3314
Taranto;2014;Femmine;70-74;3298
Taranto;2014;Femmine;75-79;3266
Taranto;2014;Femmine;80-84;2670
Taranto;2014;Femmine;85 e oltre;2274
Taranto;2014;Maschi;40-44;386
Taranto;2014;Maschi;45-49;803
Taranto;2014;Maschi;50-54;1414
Taranto;2014;Maschi;55-59;2128
Taranto;2014;Maschi;60-64;2888
Taranto;2014;Maschi;65-69;3812
Taranto;2014;Maschi;70-74;3331
Taranto;2014;Maschi;75-79;2850
Taranto;2014;Maschi;80-84;1840
Taranto;2014;Maschi;85 e oltre;1057
Taranto;2014;Tutti;40-44;776
Taranto;2014;Tutti;45-49;1436
Taranto;2014;Tutti;50-54;2482
Taranto;2014;Tutti;55-59;3779
Taranto;2014;Tutti;60-64;5275
Taranto;2014;Tutti;65-69;7126
Taranto;2014;Tutti;70-74;6629
Taranto;2014;Tutti;75-79;6116
Taranto;2014;Tutti;80-84;4510
Taranto;2014;Tutti;85 e oltre;3331
Taranto;2015;Femmine;40-44;467
Taranto;2015;Femmine;45-49;627
Taranto;2015;Femmine;50-54;1095
Taranto;2015;Femmine;55-59;1604
Taranto;2015;Femmine;60-64;2384
Taranto;2015;Femmine;65-69;3352
Taranto;2015;Femmine;70-74;3321
Taranto;2015;Femmine;75-79;3409
Taranto;2015;Femmine;80-84;2678
Taranto;2015;Femmine;85 e oltre;2434
Taranto;2015;Maschi;40-44;379
Taranto;2015;Maschi;45-49;764
Taranto;2015;Maschi;50-54;1400
Taranto;2015;Maschi;55-59;2188
Taranto;2015;Maschi;60-64;2877
Taranto;2015;Maschi;65-69;3900
Taranto;2015;Maschi;70-74;3383
Taranto;2015;Maschi;75-79;3003
Taranto;2015;Maschi;80-84;1997
Taranto;2015;Maschi;85 e oltre;1112
Taranto;2015;Tutti;40-44;846
Taranto;2015;Tutti;45-49;1391
Taranto;2015;Tutti;50-54;2495
Taranto;2015;Tutti;55-59;3792
Taranto;2015;Tutti;60-64;5261
Taranto;2015;Tutti;65-69;7252
Taranto;2015;Tutti;70-74;6704
Taranto;2015;Tutti;75-79;6412
Taranto;2015;Tutti;80-84;4675
Taranto;2015;Tutti;85 e oltre;3546
Taranto;2016;Femmine;40-44;475
Taranto;2016;Femmine;45-49;633
Taranto;2016;Femmine;50-54;1063
Taranto;2016;Femmine;55-59;1591
Taranto;2016;Femmine;60-64;2326
Taranto;2016;Femmine;65-69;3274
Taranto;2016;Femmine;70-74;3482
Taranto;2016;Femmine;75-79;3458
Taranto;2016;Femmine;80-84;2670
Taranto;2016;Femmine;85 e oltre;2560
Taranto;2016;Maschi;40-44;383
Taranto;2016;Maschi;45-49;724
Taranto;2016;Maschi;50-54;1360
Taranto;2016;Maschi;55-59;2182
Taranto;2016;Maschi;60-64;2865
Taranto;2016;Maschi;65-69;3919
Taranto;2016;Maschi;70-74;3598
Taranto;2016;Maschi;75-79;3148
Taranto;2016;Maschi;80-84;2066
Taranto;2016;Maschi;85 e oltre;1214
Taranto;2016;Tutti;40-44;858
Taranto;2016;Tutti;45-49;1357
Taranto;2016;Tutti;50-54;2423
Taranto;2016;Tutti;55-59;3773
Taranto;2016;Tutti;60-64;5191
Taranto;2016;Tutti;65-69;7193
Taranto;2016;Tutti;70-74;7080
Taranto;2016;Tutti;75-79;6606
Taranto;2016;Tutti;80-84;4736
Taranto;2016;Tutti;85 e oltre;3774
Taranto;2017;Femmine;40-44;509
Taranto;2017;Femmine;45-49;648
Taranto;2017;Femmine;50-54;1051
Taranto;2017;Femmine;55-59;1622
Taranto;2017;Femmine;60-64;2294
Taranto;2017;Femmine;65-69;3179
Taranto;2017;Femmine;70-74;3604
Taranto;2017;Femmine;75-79;3434
Taranto;2017;Femmine;80-84;2791
Taranto;2017;Femmine;85 e oltre;2602
Taranto;2017;Maschi;40-44;394
Taranto;2017;Maschi;45-49;692
Taranto;2017;Maschi;50-54;1325
Taranto;2017;Maschi;55-59;2207
Taranto;2017;Maschi;60-64;2867
Taranto;2017;Maschi;65-69;3849
Taranto;2017;Maschi;70-74;3814
Taranto;2017;Maschi;75-79;3230
Taranto;2017;Maschi;80-84;2206
Taranto;2017;Maschi;85 e oltre;1311
Taranto;2017;Tutti;40-44;903
Taranto;2017;Tutti;45-49;1340
Taranto;2017;Tutti;50-54;2376
Taranto;2017;Tutti;55-59;3829
Taranto;2017;Tutti;60-64;5161
Taranto;2017;Tutti;65-69;7028
Taranto;2017;Tutti;70-74;7418
Taranto;2017;Tutti;75-79;6664
Taranto;2017;Tutti;80-84;4997
Taranto;2017;Tutti;85 e oltre;3913
Taranto;2018;Femmine;40-44;532
Taranto;2018;Femmine;45-49;642
Taranto;2018;Femmine;50-54;1079
Taranto;2018;Femmine;55-59;1635
Taranto;2018;Femmine;60-64;2319
Taranto;2018;Femmine;65-69;3101
Taranto;2018;Femmine;70-74;3788
Taranto;2018;Femmine;75-79;3504
Taranto;2018;Femmine;80-84;2971
Taranto;2018;Femmine;85 e oltre;2986
Taranto;2018;Maschi;40-44;392
Taranto;2018;Maschi;45-49;690
Taranto;2018;Maschi;50-54;1314
Taranto;2018;Maschi;55-59;2212
Taranto;2018;Maschi;60-64;2877
Taranto;2018;Maschi;65-69;3767
Taranto;2018;Maschi;70-74;4219
Taranto;2018;Maschi;75-79;3397
Taranto;2018;Maschi;80-84;2422
Taranto;2018;Maschi;85 e oltre;1624
Taranto;2018;Tutti;40-44;924
Taranto;2018;Tutti;45-49;1332
Taranto;2018;Tutti;50-54;2393
Taranto;2018;Tutti;55-59;3847
Taranto;2018;Tutti;60-64;5196
Taranto;2018;Tutti;65-69;6868
Taranto;2018;Tutti;70-74;8007
Taranto;2018;Tutti;75-79;6901
Taranto;2018;Tutti;80-84;5393
Taranto;2018;Tutti;85 e oltre;4610
Taranto;2019;Femmine;40-44;557
Taranto;2019;Femmine;45-49;637
Taranto;2019;Femmine;50-54;1022
Taranto;2019;Femmine;55-59;1646
Taranto;2019;Femmine;60-64;2274
Taranto;2019;Femmine;65-69;3030
Taranto;2019;Femmine;70-74;3755
Taranto;2019;Femmine;75-79;3392
Taranto;2019;Femmine;80-84;2951
Taranto;2019;Femmine;85 e oltre;2819
Taranto;2019;Maschi;40-44;377
Taranto;2019;Maschi;45-49;678
Taranto;2019;Maschi;50-54;1270
Taranto;2019;Maschi;55-59;2122
Taranto;2019;Maschi;60-64;2914
Taranto;2019;Maschi;65-69;3628
Taranto;2019;Maschi;70-74;4314
Taranto;2019;Maschi;75-79;3323
Taranto;2019;Maschi;80-84;2384
Taranto;2019;Maschi;85 e oltre;1593
Taranto;2019;Tutti;40-44;934
Taranto;2019;Tutti;45-49;1315
Taranto;2019;Tutti;50-54;2292
Taranto;2019;Tutti;55-59;3768
Taranto;2019;Tutti;60-64;5188
Taranto;2019;Tutti;65-69;6658
Taranto;2019;Tutti;70-74;8069
Taranto;2019;Tutti;75-79;6715
Taranto;2019;Tutti;80-84;5335
Taranto;2019;Tutti;85 e oltre;4412